case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
EZYV00300,Europe,High School,N,Y,32520,1987,Island,49063.3985,Year,Y,Certified
EZYV00301,North America,Doctorate,Y,N,32822,1992,Northeast,183041.5007,Year,Y,Certified
EZYV00302,Asia,Bachelor's,Y,N,2209,2007,Northeast,32461.9565,Year,Y,Certified
EZYV00303,Asia,Bachelor's,Y,N,26838,1989,West,51560.2606,Year,Y,Certified
EZYV00304,Asia,Doctorate,Y,N,53860,1975,Northeast,125226.3512,Hour,Y,Certified
EZYV00305,South America,Master's,N,Y,9846,1961,Northeast,186521.2554,Year,Y,Certified
EZYV00306,Asia,High School,Y,N,49202,1970,West,184909.2752,Year,Y,Certified
EZYV00307,Asia,High School,N,N,26842,1965,South,152308.7836,Year,Y,Certified
EZYV00308,Europe,High School,N,N,31471,1982,Midwest,68173.7459,Year,N,Certified
EZYV00309,Asia,Master's,Y,N,38501,2006,West,103961.3905,Hour,N,Certified
EZYV00310,Asia,High School,N,N,42351,1980,South,61704.3238,Year,Y,Denied
EZYV00311,Asia,Doctorate,Y,N,38255,1995,West,69398.9528,Hour,Y,Certified
EZYV00312,Asia,Doctorate,N,N,6248,1971,Midwest,80941.3604,Year,N,Certified
EZYV00313,Asia,Master's,N,N,17730,1995,South,149792.1582,Year,Y,Denied
EZYV00314,Asia,Master's,Y,N,50714,2017,West,52057.2032,Year,Y,Certified
EZYV00315,Asia,Bachelor's,N,N,2423,1978,South,10833.8659,Year,Y,Denied
EZYV00316,Asia,High School,Y,N,42919,1988,South,173175.172,Year,N,Certified
EZYV00317,Asia,Master's,Y,N,31235,2017,West,5647.2389,Year,Y,Certified
EZYV00318,Europe,Bachelor's,N,N,7211,1996,Northeast,242702.0475,Year,Y,Certified
EZYV00319,Asia,High School,Y,N,7379,1983,South,87701.3205,Year,Y,Certified
EZYV00320,Africa,Bachelor's,N,Y,58841,1967,Northeast,1844.0268,Hour,Y,Denied
EZYV00321,Africa,High School,Y,N,1877,2016,West,221169.4108,Year,Y,Denied
EZYV00322,Asia,Bachelor's,Y,N,1366,1996,West,150031.1724,Year,Y,Certified
EZYV00323,Asia,Master's,N,N,1017,1963,South,204384.5953,Year,Y,Denied
EZYV00324,Asia,Master's,Y,N,37716,1993,Northeast,108869.174,Year,Y,Certified
EZYV00325,South America,Master's,N,N,55584,2018,Midwest,88674.6344,Year,Y,Certified
EZYV00326,Europe,Master's,Y,N,10317,2015,South,163866.3229,Year,Y,Certified
EZYV00327,North America,Bachelor's,N,N,47748,1971,Northeast,101619.0185,Year,Y,Denied
EZYV00328,Asia,Master's,Y,Y,43159,1984,Northeast,139140.9078,Year,Y,Certified
EZYV00329,Europe,Master's,Y,Y,13798,2019,West,69600.155,Year,Y,Certified
EZYV00330,Asia,Bachelor's,Y,N,4238,2006,Northeast,83294.8226,Year,Y,Certified
EZYV00331,North America,Doctorate,Y,N,29282,1993,Midwest,20731.2527,Year,Y,Certified
EZYV00332,Asia,Bachelor's,N,Y,4879,1978,West,195386.7223,Year,N,Denied
EZYV00333,Europe,High School,Y,N,6827,2005,Northeast,87342.9366,Hour,N,Certified
EZYV00334,South America,Bachelor's,Y,N,27985,1994,West,243754.7865,Hour,Y,Denied
EZYV00335,Asia,Bachelor's,N,N,48942,1991,Northeast,65087.7543,Year,Y,Certified
EZYV00336,Europe,Bachelor's,Y,N,59640,2015,Northeast,118868.1595,Year,Y,Certified
EZYV00337,Asia,Master's,Y,N,37676,1982,West,76521.9437,Year,Y,Certified
EZYV00338,North America,Doctorate,Y,N,16601,1997,Northeast,173542.5587,Year,Y,Certified
EZYV00339,Asia,Bachelor's,Y,N,19707,1962,Midwest,202129.8067,Year,Y,Certified
EZYV00340,Africa,Master's,N,N,36757,2002,West,121855.2805,Year,Y,Certified
EZYV00341,Asia,Bachelor's,N,Y,10405,1992,Northeast,91858.5038,Year,N,Denied
EZYV00342,Africa,Master's,N,Y,31123,2012,Midwest,186238.8795,Year,Y,Certified
EZYV00343,North America,Bachelor's,N,N,46138,1979,South,48025.47,Year,N,Denied
EZYV00344,Europe,Bachelor's,Y,N,50529,2015,Northeast,149946.6913,Year,N,Certified
EZYV00345,North America,Master's,Y,N,3562,1994,South,183459.3902,Year,Y,Certified
EZYV00346,North America,Master's,N,N,17326,1972,Midwest,67463.5489,Year,Y,Denied
EZYV00347,Africa,Master's,N,N,15299,1969,South,163993.6952,Year,Y,Certified
EZYV00348,Asia,Master's,N,N,33303,1971,South,183859.491,Hour,N,Denied
EZYV00349,Europe,Master's,Y,N,11131,1978,South,29530.674,Year,Y,Certified
EZYV00350,Asia,Bachelor's,N,Y,57038,1993,South,81112.0896,Year,Y,Denied
EZYV00351,Europe,High School,N,N,55026,2012,Northeast,101695.2508,Year,Y,Denied
EZYV00352,Asia,Bachelor's,N,N,19965,2019,West,194034.1578,Year,Y,Certified
EZYV00353,Europe,High School,N,N,24434,2000,Midwest,141962.7822,Year,Y,Denied
EZYV00354,Europe,Bachelor's,Y,N,26372,1989,West,112500.456,Year,Y,Certified
EZYV00355,Asia,Bachelor's,Y,N,2572,1996,Northeast,79829.3577,Year,N,Denied
EZYV00356,Asia,Bachelor's,Y,N,53330,1979,South,1214.5295,Year,Y,Certified
EZYV00357,North America,Master's,Y,N,46765,1974,Northeast,5250.9787,Year,N,Denied
EZYV00358,North America,Bachelor's,N,N,19959,1992,South,60263.4672,Year,Y,Certified
EZYV00359,Asia,Master's,Y,N,32853,2009,West,29349.3133,Year,N,Certified
EZYV00360,Europe,Master's,Y,Y,22849,1963,South,30072.7319,Year,Y,Certified
EZYV00361,Africa,Bachelor's,Y,N,13702,1966,Midwest,150764.3581,Year,Y,Certified
EZYV00362,Asia,Bachelor's,N,N,18257,1970,South,151442.7397,Year,Y,Certified
EZYV00363,Asia,Master's,Y,N,6438,1972,West,11384.0729,Year,Y,Certified
EZYV00364,Asia,Master's,Y,N,48574,1968,Midwest,148565.0259,Year,Y,Certified
EZYV00365,Europe,Bachelor's,N,N,39292,1967,West,36625.4848,Year,Y,Denied
EZYV00366,Asia,Bachelor's,Y,N,55824,1961,Midwest,94430.9886,Year,Y,Certified
EZYV00367,North America,Master's,Y,N,408,1980,West,247423.0281,Year,Y,Certified
EZYV00368,Europe,Master's,Y,N,37871,2003,West,130596.9397,Year,Y,Certified
EZYV00369,Asia,Bachelor's,Y,N,33630,1969,South,8740.1657,Year,N,Certified
EZYV00370,South America,Bachelor's,N,N,37423,1979,South,87045.0188,Week,Y,Denied
EZYV00371,North America,Doctorate,N,N,59382,2018,Midwest,167790.3601,Year,Y,Certified
EZYV00372,Asia,High School,Y,Y,23409,1970,Northeast,56304.5516,Year,Y,Certified
EZYV00373,Asia,Master's,N,N,8474,2019,Midwest,241119.4194,Year,Y,Denied
EZYV00374,Asia,Bachelor's,N,N,763,1990,South,106438.3657,Year,Y,Denied
EZYV00375,Asia,Master's,Y,N,29528,2003,West,5467.6092,Year,Y,Certified
EZYV00376,Asia,Bachelor's,Y,N,10448,1979,South,135233.4279,Year,Y,Certified
EZYV00377,Africa,High School,Y,N,8479,1979,Midwest,169112.1682,Week,Y,Certified
EZYV00378,Asia,Doctorate,N,N,8859,1983,Northeast,114106.596,Year,Y,Certified
EZYV00379,Asia,Bachelor's,Y,N,16629,1967,South,232057.0758,Year,Y,Denied
EZYV00380,North America,Doctorate,Y,N,6966,1978,Midwest,225502.6554,Hour,Y,Certified
EZYV00381,Europe,Bachelor's,N,N,29162,2013,Northeast,34912.2263,Year,Y,Denied
EZYV00382,Africa,Master's,N,N,39248,1960,Northeast,20171.0522,Year,Y,Certified
EZYV00383,North America,Doctorate,N,N,17370,1994,Midwest,78214.7876,Year,Y,Certified
EZYV00384,Asia,Master's,N,N,8193,2001,Midwest,152111.539,Year,Y,Certified
EZYV00385,Asia,Bachelor's,Y,N,34351,1968,Northeast,150478.5095,Year,Y,Certified
EZYV00386,Oceania,Master's,N,N,5151,1966,West,68056.4463,Year,Y,Certified
EZYV00387,North America,Master's,Y,N,44259,1993,Northeast,237784.9166,Year,Y,Certified
EZYV00388,Africa,Doctorate,Y,N,22964,1973,Northeast,76971.4628,Year,Y,Certified
EZYV00389,Asia,Bachelor's,N,N,24606,2018,West,201089.0191,Year,Y,Certified
EZYV00390,South America,Bachelor's,Y,Y,14952,1971,Northeast,208028.6491,Year,Y,Certified
EZYV00391,Europe,Bachelor's,Y,N,16980,1967,South,24789.0677,Year,Y,Certified
EZYV00392,Asia,Master's,N,N,8764,1979,Northeast,58291.7175,Year,Y,Certified
EZYV00393,Europe,Doctorate,Y,N,33487,1979,Midwest,53954.8387,Year,Y,Certified
EZYV00394,Europe,High School,Y,N,8780,1969,South,229928.8989,Year,N,Certified
EZYV00395,Asia,Master's,N,N,40837,1999,Northeast,87906.01,Year,Y,Denied
EZYV00396,Asia,Doctorate,N,N,15383,1980,Midwest,209150.5391,Year,Y,Certified
EZYV00397,South America,High School,N,N,33932,1991,Midwest,119608.8969,Year,Y,Denied
EZYV00398,Asia,Bachelor's,Y,N,32217,1974,Northeast,114413.3172,Year,Y,Certified
EZYV00399,Asia,Master's,Y,N,38010,1965,Midwest,225874.6551,Year,Y,Certified
EZYV00400,Asia,Master's,N,N,45489,1963,Northeast,110337.1715,Year,Y,Certified
EZYV00401,Asia,High School,Y,N,33642,1963,South,186264.0089,Year,N,Certified
EZYV00402,Africa,Master's,Y,N,51168,2012,South,106209.4999,Year,Y,Certified
EZYV00403,North America,Master's,Y,N,15551,1975,Northeast,25647.0602,Year,Y,Certified
EZYV00404,Asia,Doctorate,Y,N,45088,1978,West,13463.0797,Year,Y,Certified
EZYV00405,Oceania,Master's,Y,N,20587,1994,South,52218.3962,Year,Y,Certified
EZYV00406,South America,Master's,N,N,37698,1965,Midwest,180622.5554,Year,Y,Certified
EZYV00407,Asia,Master's,N,N,29527,1996,Northeast,93537.7001,Year,Y,Denied
EZYV00408,South America,Bachelor's,Y,N,54458,1991,Northeast,113636.0738,Hour,Y,Certified
EZYV00409,Asia,Master's,N,N,16283,2007,South,25648.7243,Year,Y,Certified
EZYV00410,Oceania,Bachelor's,Y,N,31191,1967,Northeast,155834.7924,Year,Y,Certified
EZYV00411,Europe,Master's,Y,N,9881,1961,Midwest,200901.363,Week,Y,Denied
EZYV00412,Europe,Bachelor's,N,N,38006,2006,West,156245.8744,Year,Y,Denied
EZYV00413,Asia,Master's,Y,N,2228,1982,West,246156.5976,Year,Y,Denied
EZYV00414,South America,High School,N,N,24706,1963,West,4282.0796,Year,Y,Denied
EZYV00415,Asia,Bachelor's,Y,N,608,1993,Northeast,4114.3228,Year,Y,Certified
EZYV00416,Asia,Bachelor's,Y,N,19653,1987,Northeast,125101.3997,Year,Y,Denied
EZYV00417,Asia,Master's,Y,N,29050,2017,South,66748.7331,Year,N,Certified
EZYV00418,North America,Master's,Y,N,19912,2016,Midwest,171690.2993,Year,Y,Certified
EZYV00419,Asia,High School,N,N,23164,1992,South,198343.8964,Year,Y,Denied
EZYV00420,Africa,Master's,N,N,8911,1969,Northeast,25788.49,Hour,Y,Denied
EZYV00421,Europe,Master's,Y,Y,42881,2004,West,229351.083,Week,N,Certified
EZYV00422,Asia,Bachelor's,Y,Y,47798,1972,Northeast,7674.7499,Year,N,Certified
EZYV00423,Asia,Master's,N,N,27292,2010,South,172163.3012,Year,Y,Certified
EZYV00424,Asia,Bachelor's,N,N,3336,1996,Northeast,96248.2914,Year,Y,Certified
EZYV00425,Europe,Bachelor's,Y,N,3758,1981,South,166926.3154,Year,Y,Certified
EZYV00426,North America,Master's,Y,N,40485,2018,South,24589.5531,Year,Y,Certified
EZYV00427,Asia,High School,Y,N,55736,1990,Midwest,234282.6638,Year,Y,Certified
EZYV00428,South America,Master's,Y,N,51869,1983,West,234364.6033,Year,Y,Certified
EZYV00429,Asia,Doctorate,Y,N,24338,1971,Northeast,129946.3234,Hour,N,Certified
EZYV00430,North America,Master's,Y,N,29853,1998,West,127494.2166,Year,Y,Certified
EZYV00431,Africa,Master's,Y,N,9797,1976,West,158775.0853,Year,Y,Certified
EZYV00432,North America,Master's,Y,N,4225,1969,West,145101.2238,Year,Y,Certified
EZYV00433,Europe,Doctorate,Y,N,45950,1967,Midwest,135977.9324,Year,Y,Certified
EZYV00434,South America,Bachelor's,N,N,25713,1998,West,147379.949,Year,Y,Denied
EZYV00435,Asia,High School,N,N,29819,2015,Northeast,214685.817,Year,Y,Denied
EZYV00436,Asia,Master's,Y,N,20603,1975,South,152844.4815,Year,N,Certified
EZYV00437,Asia,Bachelor's,Y,N,18799,1973,South,49119.4218,Year,Y,Certified
EZYV00438,Asia,Bachelor's,Y,N,59132,1996,South,228495.2277,Year,Y,Certified
EZYV00439,North America,High School,N,N,48975,1968,Midwest,54146.9625,Year,Y,Denied
EZYV00440,Europe,Master's,Y,N,41480,1965,West,41457.3914,Year,Y,Certified
EZYV00441,South America,Bachelor's,Y,N,23358,1998,South,249265.0457,Year,Y,Certified
EZYV00442,Asia,Bachelor's,N,N,43285,1991,Midwest,53511.4903,Year,Y,Certified
EZYV00443,North America,High School,N,N,20363,1961,West,25203.321,Year,Y,Denied
EZYV00444,Asia,Bachelor's,N,N,30956,1974,Northeast,140589.4013,Year,Y,Denied
EZYV00445,Asia,Master's,Y,N,8714,1971,Midwest,206832.9972,Year,Y,Certified
EZYV00446,North America,Bachelor's,Y,N,42569,2000,South,15375.5298,Year,Y,Certified
EZYV00447,Oceania,Master's,N,N,3643,1999,South,122628.023,Year,Y,Certified
EZYV00448,Europe,Master's,Y,N,43358,2004,South,17311.8846,Year,N,Certified
EZYV00449,Asia,Bachelor's,N,N,36227,1965,Midwest,107287.0412,Year,Y,Denied
EZYV00450,Europe,Master's,N,N,3995,2010,Northeast,86121.2402,Year,N,Denied
EZYV00451,Asia,Master's,Y,N,30373,1972,South,34454.9286,Year,N,Certified
EZYV00452,South America,Master's,Y,N,13368,2019,West,232769.0517,Year,Y,Certified
EZYV00453,North America,High School,Y,N,28575,2012,Midwest,158794.7675,Year,Y,Denied
EZYV00454,Asia,High School,Y,N,792,1987,Northeast,210795.4639,Year,Y,Certified
EZYV00455,Asia,Doctorate,N,N,43312,2007,Northeast,226504.9434,Hour,Y,Certified
EZYV00456,Asia,Master's,N,N,30595,2000,Midwest,232560.2957,Year,Y,Denied
EZYV00457,Oceania,Doctorate,Y,N,21746,2006,West,187079.0312,Year,Y,Certified
EZYV00458,Asia,Doctorate,N,N,52549,1961,South,76875.6891,Week,Y,Denied
EZYV00459,North America,High School,Y,N,38701,1965,South,207267.3682,Year,Y,Denied
EZYV00460,Europe,Master's,N,N,36579,2014,South,130141.6913,Year,Y,Certified
EZYV00461,Europe,Bachelor's,Y,N,8840,2006,West,68059.1497,Year,Y,Certified
EZYV00462,Asia,Master's,N,Y,30019,1996,West,96566.2977,Year,Y,Certified
EZYV00463,Africa,High School,N,N,42041,1978,West,75445.638,Year,Y,Denied
EZYV00464,Asia,Bachelor's,Y,N,55559,1985,Northeast,116657.7692,Hour,Y,Certified
EZYV00465,Europe,Master's,Y,N,36260,1983,Midwest,195377.5175,Year,Y,Certified
EZYV00466,Europe,Master's,N,N,10345,1986,Northeast,121319.862,Year,Y,Certified
EZYV00467,Europe,Master's,Y,N,40682,1997,Midwest,67111.0728,Year,Y,Certified
EZYV00468,Africa,Bachelor's,N,N,4490,2005,Northeast,22033.2881,Year,N,Denied
EZYV00469,Asia,Bachelor's,N,N,18786,1983,Northeast,213967.8706,Year,Y,Certified
EZYV00470,Asia,Doctorate,N,N,55039,2010,Northeast,104458.678,Year,Y,Certified
EZYV00471,Asia,Bachelor's,Y,N,48110,1965,Northeast,110592.2518,Year,Y,Certified
EZYV00472,Asia,Bachelor's,N,Y,54168,2008,South,190977.6482,Year,Y,Certified
EZYV00473,Asia,Master's,N,Y,21155,2000,West,212461.6787,Hour,Y,Certified
EZYV00474,Asia,Bachelor's,Y,Y,40983,1990,Midwest,127883.998,Year,Y,Certified
EZYV00475,Asia,Master's,Y,N,42006,1982,South,158165.4849,Year,Y,Certified
EZYV00476,Asia,Bachelor's,Y,N,14770,1982,South,59941.3438,Year,Y,Certified
EZYV00477,Asia,Master's,N,N,56557,1981,South,233779.9728,Year,Y,Certified
EZYV00478,Europe,Doctorate,Y,N,58186,2016,West,142066.7328,Year,Y,Certified
EZYV00479,Europe,Doctorate,Y,N,6634,1961,Northeast,179957.3016,Month,Y,Certified
EZYV00480,Asia,Master's,Y,N,45924,1998,South,28730.421,Year,Y,Certified
EZYV00481,Asia,Bachelor's,N,N,26869,2019,Northeast,159302.8539,Year,N,Certified
EZYV00482,Asia,Master's,Y,N,40438,1992,Northeast,92363.6556,Year,Y,Certified
EZYV00483,Europe,Master's,N,N,33271,1998,West,112625.7312,Year,Y,Certified
EZYV00484,Asia,Master's,N,N,13386,1995,Northeast,170604.0757,Year,Y,Certified
EZYV00485,Asia,Master's,N,N,5771,1990,Northeast,199122.6203,Year,Y,Certified
EZYV00486,Asia,Master's,N,N,30792,1997,Midwest,87471.4365,Year,Y,Certified
EZYV00487,Asia,Master's,Y,N,50235,2014,Northeast,218334.5657,Year,Y,Certified
EZYV00488,Asia,Master's,N,N,49357,2002,West,54903.778,Year,Y,Certified
EZYV00489,Europe,Bachelor's,Y,N,16497,2010,South,140811.9787,Year,N,Certified
EZYV00490,Europe,Bachelor's,N,N,51617,1993,Midwest,37986.117,Hour,Y,Denied
EZYV00491,North America,Master's,Y,N,21365,2006,West,72454.5931,Year,Y,Certified
EZYV00492,Europe,High School,N,N,33692,2012,Northeast,223873.7851,Year,Y,Denied
EZYV00493,Europe,Master's,N,N,19472,1972,Midwest,3086.8827,Hour,Y,Certified
EZYV00494,Asia,Master's,Y,N,31374,2011,South,228919.6749,Hour,Y,Certified
EZYV00495,North America,Bachelor's,N,Y,31770,2001,South,82234.8281,Year,Y,Certified
EZYV00496,Asia,Master's,Y,N,41865,1986,West,174009.6959,Year,Y,Certified
EZYV00497,Asia,Master's,Y,Y,28319,2006,West,23111.2299,Year,Y,Certified
EZYV00498,Europe,Master's,Y,Y,31702,1970,South,160389.6113,Year,Y,Certified
EZYV00499,Asia,Bachelor's,Y,N,39085,2001,South,227383.4277,Year,Y,Certified
EZYV00500,Asia,Master's,N,N,25069,1994,Northeast,138889.441,Year,Y,Certified
EZYV00501,North America,Bachelor's,N,N,31471,2013,West,90657.9503,Year,Y,Denied
EZYV00502,South America,Master's,Y,N,5138,1997,Midwest,198435.6895,Year,Y,Certified
EZYV00503,Africa,High School,Y,N,52191,1991,South,178238.811,Year,Y,Certified
EZYV00504,Asia,Master's,N,N,7576,1991,Island,29599.6017,Year,N,Certified
EZYV00505,Asia,Master's,N,N,52379,1993,Northeast,166492.2439,Year,Y,Certified
EZYV00506,North America,Master's,Y,N,45620,2013,West,166231.0304,Year,N,Certified
EZYV00507,Asia,Bachelor's,N,N,56860,2007,Midwest,188029.9076,Year,Y,Denied
EZYV00508,South America,Master's,Y,N,1494,1965,West,79213.4549,Year,Y,Certified
EZYV00509,Asia,Master's,N,N,13041,1991,Northeast,100439.2398,Year,Y,Certified
EZYV00510,Asia,Bachelor's,Y,Y,3152,1977,South,240017.5065,Year,Y,Certified
EZYV00511,Asia,Doctorate,N,N,25063,1969,Northeast,143449.5388,Hour,Y,Certified
EZYV00512,South America,Master's,Y,N,54280,2011,West,127224.5433,Year,Y,Certified
EZYV00513,Asia,Doctorate,Y,N,45979,2011,Island,246715.0531,Year,Y,Certified
EZYV00514,Asia,Doctorate,N,N,42244,2016,South,57543.4964,Year,Y,Certified
EZYV00515,Asia,Doctorate,Y,N,50906,1983,Northeast,99604.6401,Year,Y,Certified
EZYV00516,Asia,Master's,Y,N,267,1985,Northeast,190018.9137,Year,Y,Certified
EZYV00517,Asia,Master's,N,N,47263,2006,West,178332.5252,Year,N,Certified
EZYV00518,North America,Bachelor's,N,N,18732,1971,West,241681.8206,Year,Y,Certified
EZYV00519,Asia,Master's,Y,N,41460,1963,Northeast,163644.2251,Year,Y,Certified
EZYV00520,South America,Master's,Y,N,45802,1985,West,78411.1243,Year,Y,Certified
EZYV00521,South America,Master's,N,N,41149,1997,Northeast,99533.4614,Year,Y,Denied
EZYV00522,Asia,Master's,Y,N,25064,1987,West,22610.2884,Hour,Y,Certified
EZYV00523,Asia,Bachelor's,Y,Y,36701,1972,South,230945.3205,Year,Y,Certified
EZYV00524,Europe,Bachelor's,Y,N,28135,1991,Northeast,32341.2721,Week,N,Certified
EZYV00525,Asia,Master's,Y,Y,37704,2016,West,136516.7903,Year,Y,Certified
EZYV00526,Asia,Bachelor's,N,N,27536,1976,West,100468.5021,Year,Y,Denied
EZYV00527,Africa,Bachelor's,Y,N,23652,1984,South,33729.0585,Year,Y,Certified
EZYV00528,Oceania,Bachelor's,Y,Y,12140,1978,West,73389.465,Year,Y,Certified
EZYV00529,North America,Master's,Y,N,23255,1977,South,158465.5402,Year,Y,Certified
EZYV00530,Asia,Bachelor's,Y,N,43287,1999,South,8006.6225,Year,Y,Certified
EZYV00531,Europe,High School,Y,N,52216,1982,Midwest,241504.1854,Month,Y,Certified
EZYV00532,North America,High School,N,N,6193,1997,Midwest,227292.0854,Year,Y,Certified
EZYV00533,Asia,Bachelor's,N,N,10980,1961,Northeast,21333.4413,Year,Y,Denied
EZYV00534,Europe,Bachelor's,Y,N,30442,1999,Midwest,217114.7164,Year,N,Denied
EZYV00535,Asia,Master's,Y,N,42159,1966,West,82277.0904,Year,Y,Certified
EZYV00536,Asia,Master's,Y,N,10209,1982,Northeast,17062.6112,Year,Y,Certified
EZYV00537,Asia,Bachelor's,Y,N,19502,2012,South,76666.986,Year,Y,Certified
EZYV00538,Asia,Master's,N,N,2806,1980,Northeast,202260.0961,Year,Y,Denied
EZYV00539,Asia,Bachelor's,Y,N,3169,2001,West,166524.6968,Year,Y,Certified
EZYV00540,South America,Bachelor's,N,Y,8607,1981,Midwest,59792.1882,Year,Y,Certified
EZYV00541,Oceania,Doctorate,N,N,43754,2014,South,179850.2838,Year,Y,Certified
EZYV00542,Europe,Master's,Y,N,52162,2017,South,177013.7144,Year,Y,Certified
EZYV00543,South America,Doctorate,N,N,29938,2014,Northeast,185766.7686,Year,Y,Certified
EZYV00544,Oceania,Bachelor's,Y,N,10581,1983,South,135256.0356,Year,Y,Certified
EZYV00545,Asia,Bachelor's,Y,N,55287,1979,West,204772.6239,Year,Y,Certified
EZYV00546,Asia,Bachelor's,N,N,16712,1996,Northeast,160412.282,Year,Y,Certified
EZYV00547,Asia,Bachelor's,Y,N,9294,2009,South,31524.7226,Hour,Y,Denied
EZYV00548,Asia,Doctorate,Y,N,8298,1991,South,202601.9457,Year,Y,Certified
EZYV00549,North America,Bachelor's,N,N,21193,2004,West,81077.2726,Year,Y,Certified
EZYV00550,Asia,Master's,Y,N,44136,2012,West,176317.6726,Year,N,Certified
EZYV00551,Asia,Master's,N,N,23835,2005,West,168847.9002,Year,Y,Certified
EZYV00552,Asia,Master's,Y,Y,26735,1982,South,84110.9478,Year,Y,Certified
EZYV00553,Asia,Bachelor's,N,N,20426,1974,West,40588.5779,Hour,N,Denied
EZYV00554,Africa,Master's,Y,Y,56618,1986,West,173800.5304,Year,Y,Certified
EZYV00555,Asia,Bachelor's,Y,N,41020,1994,West,212286.0336,Year,N,Certified
EZYV00556,Asia,Master's,Y,Y,39864,2010,West,209590.183,Year,Y,Denied
EZYV00557,Asia,Bachelor's,N,N,26265,1978,Midwest,156700.9095,Year,Y,Denied
EZYV00558,Asia,Doctorate,Y,N,31890,1969,Northeast,57006.336,Year,Y,Certified
EZYV00559,Europe,Master's,N,N,53101,1978,Northeast,79189.2498,Year,N,Certified
EZYV00560,Asia,Master's,Y,N,39403,1995,Midwest,188705.9947,Year,Y,Certified
EZYV00561,Asia,Master's,Y,N,48829,1973,Northeast,102831.3116,Year,Y,Certified
EZYV00562,Asia,Master's,Y,N,2439,1983,Midwest,183177.8551,Year,Y,Certified
EZYV00563,South America,Doctorate,Y,Y,51576,1975,West,77500.6081,Year,Y,Certified
EZYV00564,Europe,Bachelor's,N,N,57040,2019,Midwest,1778.298,Year,Y,Denied
EZYV00565,Europe,Doctorate,Y,N,40091,1990,West,150951.8182,Year,Y,Certified
EZYV00566,Europe,Master's,N,N,57386,2003,Midwest,150308.9055,Year,Y,Denied
EZYV00567,North America,Master's,Y,N,34070,1991,West,156963.1598,Year,Y,Certified
EZYV00568,Asia,Bachelor's,Y,N,16579,1960,South,67192.7718,Year,Y,Certified
EZYV00569,Asia,Master's,N,Y,36383,1975,South,202805.5234,Year,Y,Certified
EZYV00570,Asia,Bachelor's,N,N,37703,2010,Northeast,121969.2163,Year,Y,Denied
EZYV00571,Asia,Master's,N,N,8689,1990,Northeast,190644.4997,Year,Y,Denied
EZYV00572,South America,Bachelor's,Y,N,12126,2002,Midwest,152851.1474,Year,Y,Certified
EZYV00573,Asia,Bachelor's,N,N,17494,2005,Northeast,104134.4895,Year,N,Certified
EZYV00574,North America,Bachelor's,N,N,32855,1993,West,169970.7863,Year,Y,Certified
EZYV00575,South America,Bachelor's,Y,Y,8892,1994,South,143829.3435,Year,Y,Certified
EZYV00576,Asia,Bachelor's,N,N,46250,1974,South,127775.6411,Year,Y,Certified
EZYV00577,Africa,Master's,Y,N,6581,1974,Island,162210.4194,Year,Y,Certified
EZYV00578,Europe,Bachelor's,N,N,56390,1968,Northeast,21667.5563,Year,Y,Denied
EZYV00579,South America,Master's,N,Y,40553,1977,West,227583.2201,Year,Y,Certified
